395
4345633	4346180	2	40	49
4345633	4346180	2	40	50
4346585	4346694	2	40	49
4346585	4346694	2	40	50
4347014	4347171	2	40	49
4347014	4347171	2	40	50
4347413	4347565	2	40	49
4347413	4347565	2	40	50
4348287	4348406	2	40	49
4348287	4348406	2	40	50
4348523	4348660	2	40	49
4348523	4348660	2	40	50
4349639	4349715	2	40	49
4349893	4350106	2	40	49
4350336	4350428	2	40	50
4350336	4350494	2	40	49
4352797	4352955	2	40	49
4352797	4352955	2	40	50
8057342	8057380	1	36	59
8062367	8062670	1	36	56
8062468	8062670	1	36	59
8065153	8065300	1	36	56
8065153	8065300	1	36	59
8069719	8069855	1	36	56
8069719	8069855	1	36	59
8071634	8071762	1	36	56
8071634	8071762	1	36	59
8072485	8072640	1	36	56
8074021	8074204	1	36	56
8074021	8074204	1	36	59
8080083	8084341	1	36	56
8080083	8084341	1	36	59
8449398	8449656	1	32	39
8455520	8456228	1	32	39
8459672	8459880	1	32	39
8465875	8465932	1	32	39
8466053	8466141	1	32	39
8483839	8484465	1	32	39
9941738	9941937	1	33	55
10114073	10114225	1	33	55
10130522	10130965	1	33	40
10130522	10130969	1	33	41
10130522	10130969	1	33	42
10404355	10404447	1	38	54
10405010	10405114	1	38	47
10449549	10449683	1	38	47
10449549	10449683	1	38	54
10479444	10479603	1	38	47
10479444	10479603	1	38	54
10490750	10490911	1	38	47
10506393	10506470	1	38	47
10506393	10506470	1	38	54
10507140	10507232	1	38	47
10507140	10507232	1	38	54
10508993	10509080	1	38	47
10508993	10509080	1	38	54
10509611	10509666	1	38	47
10509614	10509666	1	38	54
10510448	10510525	1	38	47
10510448	10510525	1	38	54
10511576	10511694	1	38	47
10511576	10511694	1	38	54
10516321	10516528	1	38	47
10516321	10516528	1	38	54
10516953	10517021	1	38	47
10516953	10517021	1	38	54
10517891	10518163	1	38	47
10517891	10518163	1	38	54
10518458	10518643	1	38	47
10518458	10518643	1	38	54
10521903	10524026	1	38	47
10521903	10524026	1	38	54
11203127	11203201	1	49	65
11203759	11203958	1	49	65
11204465	11204547	1	49	65
11299173	11299286	1	35	44
11299851	11300122	1	35	44
11300437	11300647	1	35	44
11300725	11301160	1	35	44
11302023	11302142	1	35	44
11302593	11302724	1	35	44
11302933	11303044	1	35	44
11303210	11303282	1	35	44
11303413	11303549	1	35	44
11303641	11303774	1	35	44
11303877	11303972	1	35	44
11304146	11304243	1	35	44
11304314	11304525	1	35	44
11304603	11306154	1	35	44
11415763	11416106	2	48	64
11416396	11416585	2	48	64
11416890	11417040	2	48	64
11417109	11417211	2	48	64
11417472	11417615	2	48	64
11417864	11418004	2	48	64
11418120	11418253	2	48	64
11418742	11418940	2	48	64
11419915	11420074	2	48	64
11427341	11427444	2	48	64
11504562	11504825	2	37	46
11504562	11504825	2	37	66
11504930	11505100	2	37	46
11504930	11505100	2	37	66
11508018	11508188	2	37	46
11508018	11508188	2	37	66
11508504	11508674	2	37	46
11508504	11508674	2	37	66
11508810	11508980	2	37	46
11508810	11508980	2	37	66
11509062	11509232	2	37	46
11509062	11509232	2	37	66
11509876	11510046	2	37	46
11509876	11510046	2	37	66
11510531	11510701	2	37	46
11510531	11510701	2	37	66
11512109	11512228	2	37	66
11512109	11512296	2	37	46
11514871	11515043	2	37	46
11516656	11516815	2	37	46
11516656	11516815	2	37	66
11571017	11571080	1	46	62
11571017	11571524	1	46	68
11571809	11571939	1	46	62
11571809	11571939	1	46	68
11572126	11572823	1	46	62
11572126	11572823	1	46	68
11573236	11573364	1	46	68
11573236	11574072	1	46	62
11573605	11574072	1	46	68
11586517	11586639	1	47	63
11591539	11591644	1	47	63
11592012	11592128	1	47	63
11597306	11597511	1	47	63
11601431	11601514	1	47	63
11602606	11602721	1	47	63
11606970	11607067	1	47	63
11607442	11607617	1	47	63
11608420	11608549	1	47	63
11611621	11611748	1	47	63
11615166	11615347	1	47	63
11615652	11615771	1	47	63
11616489	11616643	1	47	63
11617113	11619767	1	47	63
11620243	11620394	1	47	63
11620548	11620808	1	47	63
11621001	11621129	1	47	63
11621681	11622269	1	47	63
11983021	11983357	1	44	58
12004791	12004859	1	44	58
12043912	12044999	1	44	58
12046769	12046930	1	44	58
12062670	12062792	1	44	58
12063173	12063339	1	44	58
12067571	12067710	1	44	58
12069139	12069264	1	44	58
12071079	12071178	1	44	58
12071374	12071535	1	44	58
12074658	12074750	1	44	58
12076757	12076806	1	44	58
12076892	12076973	1	44	58
15494122	15497636	2	42	53
15499978	15500082	2	42	53
16920238	16920276	1	36	45
16925364	16925566	1	36	45
16928049	16928196	1	36	45
16932615	16932751	1	36	45
16934530	16934658	1	36	45
16936917	16937100	1	36	45
16942979	16947237	1	36	45
